source,code,country,elevation_ft,frequency_1_frequency,frequency_1_service,frequency_2_frequency,frequency_2_service,frequency_3_frequency,frequency_3_service,latitude,longitude,magnetic_variation,name,state,time_zone,type
airports,AU-0247,Australia,99,,,,,,,294426S,1530350E,,Clarence Valley Correctional Centre Heliport,New South Wales,,heliport
airports,AU-0248,Australia,1273,,,,,,,313007S,1504024E,,Quirindi Fire Station/Emergency Services Heliport,New South Wales,,heliport
airports,AU-0249,Australia,,,,,,,,123211S,1304159E,,Belyuen Oval Helicopter Landing Site,Northern Territory,,heliport
airports,AU-0250,Australia,1248,,,,,,,324502S,1483847E,,Yeoval Oval Helicopter Landing Site,New South Wales,,heliport
airports,AU-0251,Australia,1234,121,CTAF,,,,,341519S,1504822E,,Cataract Dam Heliport,New South Wales,,heliport
airports,AU-0252,Australia,,,,,,,,333539S,1493241E,,airlie private strip,New South Wales,,small_airport
airports,AU-0253,Australia,,,,,,,,270251S,1530304E,,Hazelton Private Airstrip,Queensland,,small_airport
airports,AU-0254,Australia,,,,,,,,280039S,1530406E,,Tabragalba Homestead private strip,Queensland,,small_airport
airports,AU-0255,Australia,1443,,,,,,,321755S,1493334E,,Gulgong Aero Park Airport,New South Wales,,small_airport
airports,AU-0256,Australia,1442,,,,,,,321745S,1493305E,,Wyaldra Airstrip,New South Wales,,small_airport
airports,AU-0257,Australia,,,,,,,,200606S,1465431E,,Ravenswood Gold mine,Queensland,,small_airport
airports,AU-0258,Australia,,,,,,,,304016S,1512917E,,Uralla Private strip?,New South Wales,,small_airport
airports,AU-0259,Australia,,,,,,,,351219S,1464343E,,Lockhart Airstrip,New South Wales,,small_airport
airports,AU-0260,Australia,,,,,,,,354103S,1454853E,,Berrigan Airstrip,New South Wales,,small_airport
airports,AU-0261,Australia,,,,,,,,141812S,1431839E,,Yarraden station airstrip,Queensland,,small_airport
airports,AU-0262,Australia,,,,,,,,135723S,1431055E,,Coen airstrip,Queensland,,small_airport
airports,AU-0263,Australia,,,,,,,,120259S,1415422E,,Mapoon Airstrip,Queensland,,small_airport
airports,AU-0264,Australia,,,,,,,,115158S,1420031E,,Skardon River Airport,Queensland,,small_airport
airports,AU-0265,Australia,,,,,,,,341125S,1413655E,,Cullulleraine airstrip private,Victoria,,small_airport
airports,AU-0266,Australia,,,,,,,,340847S,1412005E,,Neds Corner Airport,Victoria,,small_airport
airports,AU-0267,Australia,,,,,,,,353014S,1385102E,,Hindmarsh Island private strip,South Australia,,small_airport
airports,AU-0268,Australia,,,,,,,,353144S,1385151E,,Hindmarsh International Airport,South Australia,,small_airport
airports,AU-0269,Australia,,,,,,,,120822S,1423651E,,Bramwell Tourist Park airstrip,Queensland,,small_airport
airports,AU-0270,Australia,,,,,,,,121114S,1423101E,,WENLOCK AIRSTRIP,Queensland,,small_airport
airports,AU-0271,Australia,,,,,,,,264531S,1410137E,,Arrabury Homestead,Queensland,,small_airport
airports,AU-0272,Australia,,,,,,,,255221S,1410700E,,Planet Downs OS,Queensland,,small_airport
airports,AU-0273,Australia,,,,,,,,284349S,1515129E,,Glen Aplin private strip,Queensland,,small_airport
airports,AU-0274,Australia,,,,,,,,264923S,1525839E,,Landsborough Airport,Queensland,,small_airport
airports,AU-0275,Australia,,,,,,,,230403S,1494306E,,Glenroy private strip,Queensland,,small_airport
airports,AU-0276,Australia,,,,,,,,200531S,1482636E,,cape cloucester airstrip    300m length,Queensland,,small_airport
airports,AU-0277,Australia,,,,,,,,335701S,1493352E,,Burraga Airstrip no.1,New South Wales,,small_airport
airports,AU-0278,Australia,,,,,,,,335622S,1492942E,,Burraga Airstrip no.2,New South Wales,,small_airport
airports,AU-0279,Australia,,,,,,,,145526S,1330342E,,Mataranka township airport,Northern Territory,,small_airport
airports,AU-0280,Australia,,,,,,,,142555S,1321414E,,Emungalan airstrip,Northern Territory,,small_airport
airports,AU-0281,Australia,,,,,,,,142646S,1321622E,,Katherine North Airstrip,Northern Territory,,small_airport
airports,AU-0282,Australia,,,,,,,,143336S,1321348E,,Manbulloo Airstrip,Northern Territory,,small_airport
airports,AU-0283,Australia,,,,,,,,143434S,1323019E,,Venn airstrip,Northern Territory,,small_airport
airports,AU-0284,Australia,,,,,,,,145445S,1330709E,,Elsey private airstrip,Northern Territory,,small_airport
airports,AU-0285,Australia,,,,,,,,145908S,1330506E,,Elsey private airstrip no. 2,Northern Territory,,small_airport
airports,AU-0286,Australia,,,,,,,,143659S,1352922E,,Wuyagiba Airport,Northern Territory,,small_airport
airports,AU-0287,Australia,,,,,,,,142308S,1351956E,,Mumpumampu Airport,Northern Territory,,small_airport
airports,AU-0288,Australia,,,,,,,,132921S,1353235E,,Ngilipitji  Airport,Northern Territory,,small_airport
airports,AU-0289,Australia,,,,,,,,130315S,1361013E,,Dhuruputjpl Airport,Northern Territory,,small_airport
airports,AU-0290,Australia,,,,,,,,121322S,1364219E,,Gunyangara Airstrip,Northern Territory,,small_airport
airports,AU-0291,Australia,,,,,,,,124123S,1363755E,,Buymarr Airport,Northern Territory,,small_airport
airports,AU-0292,Australia,,,,,,,,121244S,1361405E,,Yinyikay airport,Northern Territory,,small_airport
airports,AU-0293,Australia,,,,,,,,121134S,1361736E,,Rorruwuy airport,Northern Territory,,small_airport
airports,AU-0294,Australia,,,,,,,,120438S,1361613E,,Matamata airport,Northern Territory,,small_airport
airports,AU-0295,Australia,,,,,,,,120030S,1362809E,,Barrkira Airport,Northern Territory,,small_airport
airports,AU-0296,Australia,,,,,,,,181042S,1455700E,,Dallachy(Cardwell) Aerodrome,Queensland,,small_airport
airports,AU-0297,Australia,,,,,,,,164936S,1453115E,,Koah Airport,Queensland,,small_airport
airports,AU-0298,Australia,276,,,,,,,193506S,1464647E,,Ace Aerodrome Starke Field,Queensland,,small_airport
airports,AU-0299,Australia,,,,,,,,194334S,1472102E,,Home Hill Aerodrome,Queensland,,small_airport
airports,AU-0300,Australia,,,,,,,,201532S,1471928E,,Johnnycake Homestead,Queensland,,small_airport
airports,AU-0301,Australia,,,,,,,,210532S,1465157E,,Mount Coolon Homestead Airfield,Queensland,,small_airport
airports,AU-0302,Australia,,,,,,,,211020S,1475431E,,Newlands Coalmine Airport,Queensland,,small_airport
airports,AU-0303,Australia,,,,,,,,212018S,1475405E,,Newlands Coalmine Airport no.2,Queensland,,small_airport
airports,AU-0304,Australia,,,,,,,,215346S,1482215E,,Coppabella Airport,Queensland,,small_airport
airports,AU-0305,Australia,,,,,,,,215118S,1490157E,,Tierawoomba Homestead Airport,Queensland,,small_airport
airports,AU-0306,Australia,,,,,,,,240655S,1492834E,,Woorabinda Airport,Queensland,,small_airport
airports,AU-0307,Australia,1019,,,,,,,261511S,1515548E,,Murgon Airport,Queensland,,small_airport
airports,AU-0308,Australia,,,,,,,,120937S,1361028E,,Mudhamul Airport,Northern Territory,,small_airport
airports,AU-0309,Australia,,,,,,,,353024S,1465949E,,Henty Airport,New South Wales,,small_airport
airports,AU-0310,Australia,,,,,,,,353025S,1470634E,,HentyField Days Site Airport,New South Wales,,small_airport
airports,AU-0311,Australia,1686,,,,,,,351008S,1485744E,,Wallaroo Private Airstrip,New South Wales,,small_airport
airports,AU-0312,Australia,,,,,,,,344118S,1495333E,,Southern tablelands gliding club,New South Wales,,small_airport
airports,AU-0313,Australia,,,,,,,,283658S,1491520E,,Worral Creek private strip,Queensland,,small_airport
airports,AU-0314,Australia,,,,,,,,283519S,1493442E,,Boomi airport,New South Wales,,small_airport
airports,AU-0315,Australia,,,,,,,,282939S,1492723E,,North Talwood Airfield,New South Wales,,small_airport
airports,AU-0316,Australia,,,,,,,,325903S,1481442E,,Parkes private strip,New South Wales,,small_airport
airports,AU-0317,Australia,,,,,,,,322621S,1485303E,,Grange View homestead airfield,New South Wales,,small_airport
airports,AU-0318,Australia,,,,,,,,310236S,1501704E,,Gunnedah Airfield   SES Only,New South Wales,,small_airport
airports,AU-0319,Australia,,,,,,,,305540S,1504806E,,Attunga Private airstrp,New South Wales,,small_airport
airports,AU-0320,Australia,,,,,,,,304041S,1503858E,,Manilla Paragliding,New South Wales,,small_airport
airports,AU-0321,Australia,110,,,,,,,191114S,1462941E,,Bluewater park Airstrip,Queensland,,small_airport
airports,AU-0322,Australia,,,,,,,,375609S,1442214E,,Wooloomanata Airfield,Victoria,,small_airport
airports,AU-0323,Australia,,,,,,,,410146S,1472459E,,Bridport 2nd Airstrip,Tasmania,,small_airport
airports,AU-0324,Australia,40,126.7,MISC,,,,,405955S,1472914E,,Lost Farm Golf Course (Barnbougle),Tasmania,,small_airport
airports,AU-0325,Australia,135,,,,,,,405148S,1480852E,,Musselroe Bay Private Airstrip,Tasmania,,small_airport
airports,AU-0326,Australia,,,,,,,,415345S,1472840E,,North Campbell Town Airfield,Tasmania,,small_airport
airports,AU-0327,Australia,,,,,,,,332240S,1420802E,,Pooncarie Airstrip,New South Wales,,small_airport
airports,AU-0328,Australia,,,,,,,,214338S,1192337E,,Hillside Station Airfield,Western Australia,,small_airport
airports,AU-0329,Australia,912,,,,,,,213732S,1185748E,,Woodstock Airport (Marble Bar),Western Australia,,small_airport
airports,AU-0330,Australia,2248,,,,,,,180816S,1452541E,,Goshen Station Airport,Queensland,,small_airport
airports,AU-0331,Australia,110,,,,,,,323147S,1375109E,,Stirling North/Flinders Field Airport,South Australia,,small_airport
airports,AU-0332,Australia,,,,,,,,370305S,1425113E,,Concongella private airfield,Victoria,,small_airport
airports,AU-0333,Australia,,,,,,,,372837S,1451559E,,Ling Lake Airfield,Victoria,,small_airport
airports,AU-0334,Australia,,,,,,,,373147S,1444456E,,Sunbury East Airport,Victoria,,small_airport
airports,AU-0336,Australia,197,,,,,,,383619S,1460315E,,Stony Creek (Buffalo) Airfield,Victoria,,small_airport
airports,AU-0337,Australia,,,,,,,,381719S,1470824E,,Gleneagles Park Station,Victoria,,small_airport
airports,AU-0338,Australia,,,,,,,,375332S,1464620E,,Lake Glen Maggie Airfield (Coongulla),Victoria,,small_airport
airports,AU-0339,Australia,,,,,,,,285848S,1474853E,,Hebel airstrip,Queensland,,small_airport
airports,AU-0340,Australia,,,,,,,,323709S,1511051E,,Singleton Military Area airstrip,New South Wales,,small_airport
airports,AU-0341,Australia,558,,,,,,,363553S,1454323E,,Violet Town Airfield,Victoria,,small_airport
airports,AU-0342,Australia,,,,,,,,300202S,1490109E,,Burren Junction Airstrip,Victoria,,small_airport
airports,AU-0343,Australia,,,,,,,,345436S,1455334E,,Coleambally Airport No.2,New South Wales,,small_airport
airports,AU-0344,Australia,,,,,,,,375756S,1405330E,,Caroline Airstrip,South Australia,,small_airport
airports,AU-0345,Australia,,,,,,,,233026S,1331538E,,Hamilton Downs Airstrip,Northern Territory,,small_airport
airports,AU-0346,Australia,,,,,,,,273321S,1520513E,,Emu Gully (Toowoomba) Airfield,Queensland,,small_airport
airports,AU-0347,Australia,,,,,,,,273254S,1522331E,,Crowley Vale private airfield,Queensland,,small_airport
airports,AU-0348,Australia,,,,,,,,270549S,1523612E,,Mccarons private strip,Queensland,,small_airport
airports,AU-0349,Australia,,,,,,,,270539S,1523119E,,Cooeeimbardi airstrip Private?,Queensland,,small_airport
airports,AU-0350,Australia,,,,,,,,245717S,1520510E,,Bully Yard private Airfield,Queensland,,small_airport
airports,AU-0351,Australia,122,119.55,FIA,,,,,234902S,1504905E,,Old Station Airfield,Queensland,,small_airport
airports,AU-0352,Australia,72,,,,,,,220750S,1495950E,,Quail Island Airstrip,Queensland,,small_airport
airports,AU-0353,Australia,75,,,,,,,220859S,1495505E,,Long Island Airstrip,Queensland,,small_airport
airports,AU-0354,Australia,,,,,,,,220020S,1495112E,,Wild Duck Island Airstrip,Queensland,,small_airport
airports,AU-0355,Australia,,,,,,,,190726S,1455007E,,Paluma Airstrip,Queensland,,small_airport
airports,AU-0356,Australia,,,,,,,,202244S,1435715E,,Dutton River Homestead airstrip,Queensland,,small_airport
airports,AU-0357,Australia,,,,,,,,340706S,1501306E,,Yerranderie Airfield,New South Wales,,small_airport
airports,AU-0358,Australia,,,,,,,,310158S,1475322E,,Marthaguy airstrip private,New South Wales,,small_airport
airports,AU-0359,Australia,2,,,,,,,344857S,1503942E,,Jaspers Brush Airfield,New South Wales,,small_airport
airports,AU-0360,Australia,,,,,,,,344951S,1503442E,,Cambewarra Airstrip,New South Wales,,small_airport
airports,AU-0361,Australia,,,,,,,,281654S,1411551E,,Cameron Corner airstrip,Queensland,,small_airport
airports,AU-0362,Australia,,,,,,,,305046S,1431351E,,Polpah White Cliffs Airstrip,New South Wales,,small_airport
airports,AU-0363,Australia,,,,,,,,301128S,1442555E,,Salt lake Airstrip,New South Wales,,small_airport
airports,AU-0364,Australia,,,,,,,,304036S,1441758E,,Keelameara Airport,New South Wales,,small_airport
airports,AU-0365,Australia,,,,,,,,304230S,1440217E,,Myall Airstrip,New South Wales,,small_airport
airports,AU-0366,Australia,,,,,,,,300425S,1443411E,,Conlea,New South Wales,,small_airport
airports,AU-0367,Australia,,,,,,,,300807S,1445402E,,Unknown airstrip,New South Wales,,small_airport
airports,AU-0368,Australia,,,,,,,,280908S,1410757E,,Cameron Corner bush strip,Queensland,,small_airport
airports,AU-0369,Australia,,,,,,,,285740S,1443815E,,Ningaling homestead,New South Wales,,small_airport
airports,AU-0370,Australia,453,,,,,,,285507S,1444559E,,Wombah Homestead Airfield,Queensland,,small_airport
airports,AU-0371,Australia,,,,,,,,285833S,1471234E,,Byra Airefield,Queensland,,small_airport
airports,AU-0372,Australia,,,,,,,,313647S,1515431E,,Cooplacurripa,New South Wales,,small_airport
airports,AU-0373,Australia,,,,,,,,312420S,1431117E,,Wilcannia airstrip,New South Wales,,small_airport
airports,AU-0374,Australia,482,,,,,,,283135S,1143758E,,Taylors Private Airfield,Western Australia,,small_airport
airports,AU-0375,Australia,,,,,,,,324333S,1420629E,,Menindee airfield,New South Wales,,small_airport
airports,AU-0376,Australia,365,,,,,,,313949S,1403719E,,Yarramba Station Airfield,South Australia,,small_airport
airports,AU-0377,Australia,885,,,,,,,321731S,1402425E,,Wiawera Station Airstrip,South Australia,,small_airport
airports,AU-0378,Australia,,,,,,,,330125S,1422050E,,Whurlie Station Airport,New South Wales,,small_airport
airports,AU-0379,Australia,,,,,,,,325638S,1422333E,,Menindee Airport,New South Wales,,small_airport
airports,AU-0380,Australia,214,,,,,,,325050S,1422833E,,Menindee Number 2 Airport,New South Wales,,small_airport
airports,AU-0381,Australia,,,,,,,,324412S,1422121E,,Bindara Airstrip,New South Wales,,small_airport
airports,AU-0382,Australia,,,,,,,,320515S,1425341E,,four mile lake airstrip,New South Wales,,small_airport
airports,AU-0383,Australia,,,,,,,,352028S,1461706E,,Urana Aerodrome,New South Wales,,small_airport
airports,AU-0384,Australia,300,,,,,,,331858S,1401141E,,Pine Valley Airstrip,South Australia,,small_airport
airports,AU-0385,Australia,,,,,,,,323355S,1422407E,,Bono Station Airport,New South Wales,,small_airport
airports,AU-0386,Australia,595,,,,,,,364623S,1453507E,,Euroa Wingnells Airfield,Victoria,,closed
airports,AU-0387,Australia,,,,,,,,313435S,1432945E,,Murtee Station,New South Wales,,small_airport
airports,AU-0388,Australia,,,,,,,,320703S,1425855E,,Barraroo Airstrip,New South Wales,,small_airport
airports,AU-0389,Australia,200,,,,,,,323726S,1422628E,,Menindee Number 3 Airport,New South Wales,,small_airport
airports,AU-0390,Australia,,,,,,,,322802S,1425430E,,Menindee airfield no 4,New South Wales,,small_airport
airports,AU-0391,Australia,,,,,,,,361745S,1455558E,,St James Private airfield,Victoria,,small_airport
airports,AU-0392,Australia,,,,,,,,371528S,1435805E,,Smeaton airfield private,Victoria,,small_airport
airports,AU-0393,Australia,,,,,,,,344600S,1415628E,,Murray-Sunset Airport,Victoria,,small_airport
airports,AU-0394,Australia,,,,,,,,341402S,1421604E,,Trentham Cliffs airstrip,New South Wales,,small_airport
airports,AU-0395,Australia,659,,,,,,,350353S,1474115E,,Oura Private Airstrip,New South Wales,,small_airport
airports,AU-0396,Australia,,,,,,,,375127S,1465502E,,Newry Airfield,Victoria,,small_airport
airports,AU-0397,Australia,,,,,,,,380216S,1471124E,,Clydebank private Airstrip,Victoria,,small_airport
airports,AU-0398,Australia,,,,,,,,341613S,1151138E,,Kudardup Airfield,Western Australia,,small_airport
airports,AU-0399,Australia,,,,,,,,333542S,1153417E,,Ellendale Chalets Accomodation airfield,Western Australia,,small_airport
airports,AU-0400,Australia,,,,,,,,224201S,1161416E,,Wyloo Station airfield,Western Australia,,small_airport
airports,AU-0401,Australia,,,,,,,,240158S,1154143E,,West Lyons River Airstrip,Western Australia,,small_airport
airports,AU-0402,Australia,,,,,,,,230903S,1143257E,,Lyndon homestead airfield,Western Australia,,small_airport
airports,AU-0403,Australia,,,,,,,,260414S,1160909E,,Byro Station arstrip,Western Australia,,small_airport
airports,AU-0404,Australia,410,,,,,,,364052S,1451432E,,Wahring Field,Victoria,,small_airport
airports,AU-0405,Australia,450,,,,,,,363213S,1441428E,,Raywood Airfield,Victoria,,small_airport
airports,AU-0406,Australia,,,,,,,,371059S,1422026E,,Victoria Valley Airbase,Victoria,,small_airport
airports,AU-0407,Australia,,,,,,,,335340S,1495618E,,Gingkin Airfield,New South Wales,,small_airport
airports,AU-0408,Australia,,,,,,,,292915S,1420413E,,Tibooburra Homestead airstrip,New South Wales,,small_airport
airports,AU-0409,Australia,,,,,,,,301109S,1450331E,,Ballycastle homestead airstrip,New South Wales,,small_airport
airports,AU-0410,Australia,,,,,,,,330425S,1463434E,,Euabalong private airstrip,New South Wales,,small_airport
airports,AU-0411,Australia,2182,,,,,,,343040S,1502526E,,Bowral Private Airfield,New South Wales,,small_airport
airports,AU-0412,Australia,,,,,,,,334954S,1504444E,,St Mary's / Kennetts Airfield,New South Wales,,small_airport
airports,AU-0413,Australia,,,,,,,,375309S,1475602E,,Fraser Island (Gippsland reserve) airstrip,Victoria,,small_airport
airports,AU-0414,Australia,,,,,,,,375347S,1475607E,,Kelly head airstrip,Victoria,,small_airport
