source,code,country,elevation_ft,frequency_1_frequency,frequency_1_service,frequency_2_frequency,frequency_2_service,frequency_3_frequency,frequency_3_service,latitude,longitude,magnetic_variation,name,state,time_zone,type
airports,AU-0758,Australia,98,,,,,,,255907S,1133425E,,Ocean Park Airstrip,Western Australia,,closed
airports,AU-0759,Australia,36,,,,,,,242415S,1132931E,,Lake MacLeod Airstrip,Western Australia,,small_airport
airports,AU-0760,Australia,,,,,,,,224037S,1134126E,,Ningaloo Station Airfield,Western Australia,,closed
airports,AU-0761,Australia,16,,,,,,,220402S,1143134E,,Wilderness Island Airstrip,Western Australia,,small_airport
airports,AU-0762,Australia,135,,,,,,,335300S,1415921E,,Rongold Station Airstrip,New South Wales,,small_airport
airports,AU-0763,Australia,33,,,,,,,140303S,1414054E,,Knox Creek Airstrip,Queensland,,small_airport
airports,AU-0764,Australia,217,,,,,,,334021S,1422508E,,Lelma Airstrip,New South Wales,,small_airport
airports,AU-0765,Australia,177,,,,,,,230719S,1504306E,,Yeppoon Aerodrome,Queensland,,small_airport
airports,AU-0766,Australia,886,,,,,,,282758S,1341125E,,Pootnoura Airfield,South Australia,,small_airport
airports,AU-0767,Australia,180,,,,,,,341543S,1420325E,,Mildura (Sunraysia Gliding Club) Airfield,Victoria,,small_airport
airports,AU-0768,Australia,1585,,,,,,,242215S,1332616E,,Orange Creek Airstrip,Northern Territory,,small_airport
airports,AU-0769,Australia,353,,,,,,,301446S,1420611E,,Shannon's Creek Emergency Airstrip,New South Wales,,small_airport
airports,AU-AGW,Australia,160,,,,,,,120844S,1420857E,,Agnew Airport,Queensland,,small_airport
airports,AU-AYD,Australia,711,,,,,,,191726S,1360444E,,Alroy Downs Airport,Northern Territory,,small_airport
airports,AU-BYX,Australia,20,,,,,,,131153S,1361337E,,Baniyala Airport,Northern Territory,,small_airport
airports,AU-COB,Australia,,,,,,,,153253S,1305743E,,Coolibah Airport,Northern Territory,,small_airport
airports,AU-CRJ,Australia,,,,,,,,315339S,1321745E,,Coorabie Airport,South Australia,,small_airport
airports,AU-CRY,Australia,,,,,,,,153006S,1283202E,,Carlton Hill Airport,Western Australia,,small_airport
airports,AU-CSD,Australia,,,,,,,,175652S,1355457E,,Cresswell Downs Airport,Northern Territory,,small_airport
airports,AU-DYM,Australia,,,,,,,,234542S,1410842E,,Diamantina Lakes Airport,Queensland,,small_airport
airports,AU-HIS,Australia,,,,,,,,200335S,1485251E,,Hayman Island Resort Seaplane Base,Queensland,,seaplane_base
airports,AU-HLV,Australia,,,,,,,,154108S,1451253E,,Helenvale Airport,Queensland,,small_airport
airports,AU-KBD,Australia,,,,,,,,172352S,1242118E,,Kimberley Downs Airport,Western Australia,,small_airport
airports,AU-KGR,Australia,,,,,,,,255034S,1331731E,,Kulgera Airport,Northern Territory,,small_airport
airports,AU-MYO,Australia,,,,,,,,175911S,1240943E,,Camballin Airport,Western Australia,,small_airport
airports,AU-PEP,Australia,83,,,,,,,140839S,1300527E,,Peppimenarti Airport,Northern Territory,,small_airport
airports,AU-RDA,Australia,,,,,,,,185711S,1351203E,,Rockhampton Downs Airport,Northern Territory,,small_airport
airports,AU-SSK,Australia,,,,,,,,190959S,1281026E,,Sturt Creek Airport,Western Australia,,small_airport
airports,AU-SWB,Australia,,,,,,,,213037S,1192143E,,Shaw River Airport,Western Australia,,small_airport
airports,AU-TWP,Australia,,,,,,,,172147S,1434500E,,Torwood Airport,Queensland,,small_airport
airports,AU-ZVG,Australia,,,,,,,,174712S,1274011E,,Springvale Airport,Western Australia,,small_airport
airports,BCZ,Australia,85,,,,,,,134650S,1361206E,,Milyakburra Airport,Northern Territory,,small_airport
airports,BHT,Australia,390,,,,,,,232147S,1413346E,,Brighton Downs Airport,Queensland,,small_airport
airports,CBC,Australia,540,,,,,,,185504S,1253216E,,Cherrabun Airport,Western Australia,,small_airport
airports,DALH,Australia,,126.7,CTAF,120.7,Melbourne Centre,,,262522S,1353033E,,Dalhousie Airport,South Australia,,small_airport
airports,FSL,Australia,414,,,,,,,180755S,1254714E,,Fossil Downs Airport,Western Australia,,small_airport
airports,HRN,Australia,8,,,,,,,232630S,1515441E,,Heron Island Helipad,Queensland,,heliport
airports,KDS,Australia,322,,,,,,,242019S,1391642E,,Kamaran Downs Airport,Queensland,,small_airport
airports,LBH,Australia,,,,,,,,333513S,1511924E,,Palm Beach Seaplane Base,New South Wales,,seaplane_base
airports,LDW,Australia,1190,,,,,,,173646S,1264434E,,Lansdowne Airport,Western Australia,,small_airport
airports,LGE,Australia,978,,,,,,,200632S,1273708E,,Mulan Airport,Western Australia,,small_airport
airports,LGRS,Australia,,,,,,,,274221S,1530635E,,Logan Reserve Airport,Queensland,,small_airport
airports,LLL,Australia,374,,,,,,,163939S,1283538E,,Lissadell Airport,Western Australia,,small_airport
airports,MIZ,Australia,365,,,,,,,140311S,1340539E,,Mainoru Airstrip,Northern Territory,,small_airport
airports,MRT,Australia,227,,,,,,,144905S,1334202E,,Moroak Airport,Northern Territory,,small_airport
airports,NRY,Australia,304,,,,,,,160239S,1291549E,,Newry Airport,Northern Territory,,small_airport
airports,NYA,Australia,,,,,,,,350946S,1432204E,,Natya Airport,Victoria,,small_airport
airports,OXO,Australia,375,,,,,,,280335S,1413209E,,Orientos Airport,Queensland,,small_airport
airports,OZKL,Australia,400,,,,,,,313729S,1421746E,,Koralta Station Airpirt,New South Wales,,small_airport
airports,RKY,Australia,362,,,,,,,133836S,1423827E,,Rokeby Airport,Queensland,,small_airport
airports,RLP,Australia,1855,,,,,,,182531S,1442731E,,Rosella Plains Airport,Queensland,,small_airport
airports,RPV,Australia,237,,,,,,,145517S,1340300E,,Roper Valley Airport,Northern Territory,,small_airport
airports,RSE,Australia,,,,,,,,335208S,1511543E,,Rose Bay Seaplane Base,New South Wales,,seaplane_base
airports,SRM,Australia,313,,,,,,,240324S,1390455E,,Sandringham Airport,Queensland,,small_airport
airports,SWZ,Australia,228,,,,,,,335245S,1504422E,,Western Sydney International (Nancy Bird Walton) Airport,New South Wales,,heliport
airports,TCYT,Australia,,,,,,,,172300S,1442703E,,Crystal Brook Airport,Queensland,,small_airport
airports,WAN,Australia,570,,,,,,,252122S,1415531E,,Waverney Airport,Queensland,,small_airport
airports,WHL,Australia,35,,,,,,,384056S,1462643E,,Welshpool Airport,Victoria,,small_airport
airports,WYIM,Australia,1010,,,,,,,265626S,1502732E,,Kenya Heliport,Queensland,,heliport
airports,YAAL,Australia,,134.2,CTAF,119.6,MISC,122.4,MISC,162635S,1305243E,,Yarralin Airport,Northern Territory,,small_airport
airports,YABA,Australia,233,127.85,CTAF,123.9,FSS,,,345635S,1174832E,,Albany Airport,Western Australia,,medium_airport
airports,YABB,Australia,1696,,,,,,,251139S,1470833E,,Upper Warrego Airstrip,Queensland,,small_airport
airports,YABD,Australia,971,,,,,,,280403S,1503829E,,Aberdeen Airport,Queensland,,small_airport
airports,YABF,Australia,900,,,,,,,214014S,1451557E,,Aberfoyle Airport,Queensland,,small_airport
airports,YABG,Australia,869,,,,,,,271454S,1473440E,,Abbieglassie Airstrip,Northern Territory,,small_airport
airports,YABI,Australia,573,118.6,CTAF,119.6,MISC,122.4,MISC,173631S,1431100E,,Abingdon Downs Airport,Queensland,,small_airport
airports,YABL,Australia,1966,,,,,,,232106S,1344356E,,Ambalindum Airport,Northern Territory,,small_airport
airports,YABP,Australia,1356,,,,,,,261931S,1485547E,,Mooga/Brindley Park Airstrip,Queensland,,small_airport
airports,YABR,Australia,1725,,,,,,,243743S,1183852E,,Abra Mine Camp Airport,Western Australia,,small_airport
airports,YABS,Australia,,118.4,CTAF,119.6,MISC,123.9,MISC,271659S,1202258E,,Albion Downs Airport,Western Australia,,small_airport
airports,YABU,Australia,,120.5,CTAF,115.9,MISC,119.8,MISC,232023S,1331020E,,Amburla Airport,Northern Territory,,small_airport
airports,YACD,Australia,991,,,,,,,241610S,1452918E,,Alice Downs Station Airport,Queensland,,small_airport
airports,YACI,Australia,,122.3,CTAF,121.2,MISC,,,251239S,1484006E,,Arcadia Airport,Queensland,,small_airport
airports,YACR,Australia,594,,,,,,,222823S,1490922E,,Lotus Creek/Croyden Airstrip,Queensland,,small_airport
airports,YACS,Australia,,122.6,CTAF,119.6,MISC,122.4,MISC,312500S,1415359E,,Acacia Downs Airport,New South Wales,,small_airport
airports,YADA,Australia,814,,,,,,,255341S,1443411E,,Adavale Airfield,Queensland,,small_airport
airports,YADD,Australia,,134.2,CTAF,113.9,MISC,122.4,MISC,314849S,1255511E,,Arubiddy Airport,Western Australia,,small_airport
airports,YADE,Australia,853,,,,,,,215635S,1481703E,,Annandale Airstrip,Queensland,,small_airport
airports,YADG,Australia,110,127.15,CTAF,130.45,ATC,,,351719S,1382939E,,Aldinga Airport,South Australia,,small_airport
airports,YADL,Australia,16,,,,,,,153058S,1230914E,,Adele Island Airstrip,Western Australia,,small_airport
airports,YADM,Australia,,128.55,CTAF,115.8,MISC,119.6,MISC,211629S,1465922E,,Yandan Mine Airport,Queensland,,small_airport
airports,YADO,Australia,549,120.5,CTAF,115.9,MISC,119.8,MISC,252427S,1351726E,,Andado Airport,Northern Territory,,small_airport
airports,YADR,Australia,1001,,,,,,,263947S,1501139E,,Aldersyde Airstrip,Queensland,,small_airport
airports,YADS,Australia,,118.3,CTAF,115.9,MISC,119.8,MISC,262920S,1391535E,,Alton Downs Airport,South Australia,,small_airport
airports,YADU,Australia,1657,,,,,,,313908S,1500225E,,Ardgour Airstrip,New South Wales,,small_airport
airports,YADY,Australia,3346,118.8,CTAF,119.6,MISC,122.4,MISC,355952S,1484745E,,Adaminaby Airport,New South Wales,,small_airport
airports,YAFD,Australia,80,,,,,,,375042S,1445852E,,Alfred Hospital Helipad,Victoria,,heliport
airports,YAGD,Australia,46,125.7,CTAF,120.15,MISC,,,183053S,1395240E,,Augustus Downs Airport,Queensland,,small_airport
airports,YAGL,Australia,,,,,,,,272853S,1514745E,,Argyle Airstrip,Queensland,,small_airport
airports,YAGP,Australia,100,,,,,,,192954S,1163553E,,Angel Platform Oil Rig Helipad,Western Australia,,heliport
airports,YAHD,Australia,,134.2,CTAF,113.9,MISC,122.4,MISC,232250S,1170132E,,Ashburton Downs Airport,Western Australia,,small_airport
airports,YAIN,Australia,0,,,,,,,155851S,1454912E,,Agincourt North Helicopter Landing Site,Queensland,,heliport
airports,YAIR,Australia,664,,,,,,,292346S,1495211E,,Beela Airstrip,New South Wales,,small_airport
airports,YAIS,Australia,,,,,,,,160208S,1455004E,,Agincourt South Helicopter Landing Site,Queensland,,heliport
airports,YAIW,Australia,43,,,,,,,344148S,1383353E,,Adelaide International Raceway Helicopter Landing Site,South Australia,,heliport
airports,YAKG,Australia,,134.4,CTAF,122.4,MISC,,,275648S,1344441E,,Arckaringa Airport,South Australia,,small_airport
airports,YALA,Australia,328,120.2,MISC,,,,,272003S,1333739E,,Marla Airport,South Australia,,small_airport
airports,YALC,Australia,,118.4,CTAF,119.6,MISC,123.9,MISC,224959S,1342659E,,Alcoota Station Airport,Northern Territory,,small_airport
airports,YALG,Australia,,125.7,CTAF,119.6,MISC,122.4,MISC,184141S,1383139E,,Adels Grove Airport,Queensland,,small_airport
airports,YALH,Australia,,122.1,CTAF,125.7,MISC,,,244244S,1441727E,,Albilbah Airport,Queensland,,small_airport
airports,YALM,Australia,,118.3,CTAF,115.9,MISC,119.8,MISC,241555S,1342410E,,Allambie Airport,Northern Territory,,small_airport
airports,YALN,Australia,,124.2,CTAF,115.6,MISC,120.6,MISC,302318S,1423730E,,Allandy Airport,New South Wales,,small_airport
airports,YALP,Australia,651,,,,,,,205905S,1374958E,,Alpurrurulam Airport,Northern Territory,,small_airport
airports,YALT,Australia,278,,,,,,,352214S,1365141E,,Althorpe Island Airstrip,South Australia,,small_airport
airports,YALX,Australia,,122.1,CTAF,130.449,MISC,,,190336S,1364236E,,Alexandria Homestead Airport,Northern Territory,,small_airport
airports,YALY,Australia,,124.2,CTAF,115.6,MISC,120.6,MISC,222859S,1393758E,,Alderley Airport,Queensland,,small_airport
airports,YAMA,Australia,16,,,,,,,292639S,1532043E,,Yamba Heliport,New South Wales,,heliport
airports,YAMB,Australia,91,31.62,ATIS,118.3,CTAF,33.58,APP,273827S,1524249E,,RAAF Base Amberley,Queensland,,medium_airport
airports,YAMC,Australia,232,126.7,CTAF,122.1,MISC,,,225728S,1451458E,,Aramac Airport,Queensland,,small_airport
airports,YAMJ,Australia,1290,120.5,CTAF,115.9,MISC,119.8,MISC,213917S,1351351E,,Ampilatwatja Airport,Northern Territory,,small_airport
airports,YAMK,Australia,76,126.7,CTAF,122,MISC,,,302617S,1370813E,,Andamooka Airport,South Australia,,small_airport
airports,YAML,Australia,,125.7,CTAF,120.6,MISC,125.75,MISC,175717S,1394535E,,Armraynald Airport,Queensland,,small_airport
airports,YAMM,Australia,,120.5,CTAF,115.9,MISC,119.8,MISC,214417S,1351431E,,Ammaroo Airport,Northern Territory,,small_airport
airports,YAMN,Australia,175,,,,,,,323215S,1374135E,,El Alamein Landing,South Australia,,small_airport
airports,YAMO,Australia,689,,,,,,,215636S,1463759E,,Belyando Airstrip,Queensland,,small_airport
airports,YAMT,Australia,695,,,,,,,260550S,1311209E,,Amata Airport,South Australia,,small_airport
airports,YAND,Australia,,135.5,CTAF,121.2,MISC,,,214000S,1405858E,,Answer Downs Airport,Queensland,,small_airport
airports,YANG,Australia,2340,,,,,,,230808S,1184225E,,West Angelas Airport,Western Australia,,small_airport
airports,YANJ,Australia,,126.7,CTAF,122,MISC,,,260600S,1302359E,,Angatja Airport,South Australia,,small_airport
airports,YANK,Australia,300,127.8,CTAF,120.7,Melbourne Centre,,,285348S,1361014E,,Anna Creek Airport,South Australia,,small_airport
airports,YANL,Australia,,134.4,CTAF,122.4,MISC,,,180105S,1353206E,,Anthony Lagoon Airport,Northern Territory,,small_airport
airports,YANN,Australia,,,,,,,,214954S,1330730E,,Anningie Airport,Northern Territory,,small_airport
airports,YANW,Australia,901,126.7,CTAF,122.4,MISC,,,211200S,1362704E,,Annitowa Airport,Northern Territory,,small_airport
airports,YAOD,Australia,899,,,,,,,222848S,1431057E,,Australian Age of Dinosaurs Helicopter Landing Site,Queensland,,heliport
airports,YAOR,Australia,,122.4,CTAF,125.1,MISC,125.7,MISC,213859S,1391058E,,Ardmore Airport,Queensland,,small_airport
airports,YAPA,Australia,66,123.9,CTAF,122,MISC,,,191605S,1213040E,,Anna Plains Airport,Western Australia,,small_airport
airports,YAPH,Australia,1255,,,,,,,233910S,1463457E,,Alpha Airport,Queensland,,small_airport
airports,YAPO,Australia,,120,CTAF,121.2,MISC,,,384629S,1433940E,,Apollo Bay Airport,Victoria,,small_airport
airports,YAQA,Australia,170,,,,,,,253144S,1523412E,,Aquila Airfield,Queensland,,small_airport
airports,YARA,Australia,1008,126.7,CTAF,126.8,FSS,,,371835S,1425919E,,Ararat Airport,Victoria,,medium_airport
airports,YARD,Australia,,122.4,CTAF,122.4,MISC,,,214036S,1364040E,,Argadargada Airport,Northern Territory,,small_airport
airports,YARG,Australia,522,127.3,CTAF,122.4,FSS,,,163812S,1282703E,,Argyle Airport,Western Australia,,small_airport
airports,YARI,Australia,,118.6,CTAF,125.1,MISC,125.7,MISC,214000S,1413401E,,Arizona 1 Airport,Queensland,,small_airport
airports,YARK,Australia,,121.2,CTAF,,,,,302424S,1392045E,,Arkaroola Airport,South Australia,,small_airport
airports,YARL,Australia,,126,CTAF,125.1,MISC,125.7,MISC,342440S,1465131E,,Ardlethan Airport,New South Wales,,small_airport
airports,YARM,Australia,3556,127.5,CTAF,125.75,FSS,,,303141S,1513701E,,Armidale Airport,New South Wales,,medium_airport
airports,YARN,Australia,,134.4,CTAF,122.4,MISC,,,240529S,1321616E,,Areyonga Airport,Northern Territory,,small_airport
airports,YARP,Australia,,134.4,CTAF,122.4,MISC,,,221900S,1354159E,,Arapunya Airport,Northern Territory,,small_airport
airports,YARS,Australia,92,134.4,CTAF,122.4,MISC,,,342649S,1375317E,,Ardrossan Airport,South Australia,,small_airport
airports,YARY,Australia,334,118.8,CTAF,,,,,264147S,1410255E,,Arrabury Airport,Queensland,,small_airport
airports,YASF,Australia,,127.1,CTAF,120.6,MISC,125.75,MISC,291901S,1510322E,,Ashford Airport,New South Wales,,small_airport
airports,YASS,Australia,1624,,,,,,,345312S,1490053E,,Bakblok Airport,New South Wales,,small_airport
airports,YATL,Australia,915,124.8,CTAF,113.9,MISC,122.4,MISC,231519S,1362320E,,Atula Airport,Northern Territory,,small_airport
airports,YATN,Australia,2450,126.7,CTAF,126.1,MISC,,,171542S,1453053E,,Atherton Airport,Queensland,,small_airport
airports,YATR,Australia,,125.8,CTAF,121.2,MISC,,,371059S,1432359E,,Amphitheatre Airport,Victoria,,small_airport
airports,YATY,Australia,,124.8,CTAF,113.9,MISC,122.4,MISC,281300S,1191500E,,Atley Airport,Western Australia,,small_airport
airports,YAUA,Australia,,124.8,CTAF,120.15,MISC,,,254517S,1463513E,,Augathella Airport,Queensland,,small_airport
airports,YAUG,Australia,103,,,,,,,341942S,1150925E,,Tallinup-Augusta Airport,Western Australia,,small_airport
airports,YAUL,Australia,465,,,,,,,275839S,1523349E,,Aratula Airstrip,Queensland,,small_airport
airports,YAUR,Australia,31,126.7,CTAF,122.1,FSS,,,132114S,1414312E,,Aurukun Airport,Queensland,,small_airport
airports,YAUS,Australia,,122.4,CTAF,113.9,MISC,122.4,MISC,203000S,1374500E,,Austral Downs Airport,Northern Territory,,small_airport
airports,YAUV,Australia,,122.4,CTAF,113.9,MISC,122.4,MISC,154159S,1300000E,,Auvergne Airport,Northern Territory,,small_airport
airports,YAVD,Australia,,122.4,CTAF,113.9,MISC,122.4,MISC,200159S,1373101E,,Avon Downs Airport,Northern Territory,,small_airport
airports,YAVM,Australia,,,,,,,,363400S,1443300E,,Avonmore Airport,Victoria,,small_airport
airports,YAWT,Australia,60,124.1,CTAF,125.7,MISC,,,241208S,1515333E,,Agnes Water private Airport,Queensland,,small_airport
airports,YAXA,Australia,787,,,,,,,371143S,1454302E,,Alexandra Hospital Heliport,Victoria,,heliport
airports,YAYE,Australia,1626,126.55,ATIS,126.9,CTAF,121.85,FSS,251109S,1305837E,,Ayers Rock Connellan Airport,Northern Territory,,medium_airport
airports,YAYR,Australia,41,126.7,CTAF,120.55,FSS,,,193544S,1471928E,,Ayr Airport,Queensland,,small_airport
airports,YBAB,Australia,340,,,,,,,241136S,1495035E,,Baralaba,Queensland,,small_airport
airports,YBAD,Australia,,126.7,CTAF,127.1,MISC,,,305717S,1490531E,,Baradine Airport,New South Wales,,small_airport
airports,YBAF,Australia,63,120.9,ATIS,118.1,CTAF,125.7,FSS,273420S,1530015E,,Brisbane Archerfield Airport,Queensland,,small_airport
airports,YBAH,Australia,,,,,,,,160759S,1352801E,,Bauhinia Downs Airport,Northern Territory,,small_airport
airports,YBAL,Australia,,119.82,CTAF,132.1,MISC,,,322048S,1233653E,,Balladonia Airport,Western Australia,,small_airport
airports,YBAN,Australia,1339,122.1,CTAF,124.8,MISC,,,164429S,1255420E,,Mount Barnett Airport,Western Australia,,small_airport
airports,YBAO,Australia,2221,121.2,CTAF,120.2,MISC,135.5,MISC,352616S,1495039E,,Braidwood Airport,New South Wales,,small_airport
airports,YBAR,Australia,878,126.7,CTAF,122.1,FSS,,,233358S,1451807E,,Barcaldine Airport,Queensland,,medium_airport
airports,YBAS,Australia,1789,115.9,ATIS,118.3,CTAF,119.8,FSS,234823S,1335412E,,Alice Springs Airport,Northern Territory,,medium_airport
airports,YBAU,Australia,14,120.3,CTAF,116.1,MISC,119.6,MISC,100858S,1421025E,,Badu Island Airport,Queensland,,small_airport
airports,YBAW,Australia,810,122.4,CTAF,119.6,MISC,122.1,MISC,202944S,1382828E,,Barkly Downs Airport,Queensland,,small_airport
airports,YBBA,Australia,,127.1,CTAF,119.6,MISC,122.1,MISC,302337S,1503551E,,Barraba Airport,New South Wales,,small_airport
airports,YBBC,Australia,,114.3,CTAF,124.8,MISC,132.1,MISC,205640S,1200954E,,Bamboo Creek Airport,Western Australia,,small_airport
airports,YBBE,Australia,1404,124.1,CTAF,122.6,MISC,132.1,MISC,271942S,1174018E,,Big Bell Airport,Western Australia,,small_airport
airports,YBBL,Australia,,124.8,CTAF,132.1,MISC,,,272503S,1155003E,,Billabalong Airport,Western Australia,,small_airport
airports,YBBN,Australia,13,113.2,ATIS,124.35,A/D,118.6,CLD,272303S,1530701E,,Brisbane International Airport,Queensland,,large_airport
airports,YBBO,Australia,,119.5,CTAF,132.1,MISC,,,302424S,1352847E,,Bon Bon Airport,South Australia,,small_airport
airports,YBBT,Australia,298,125.8,CTAF,130.4,MISC,,,360819S,1434322E,,Boort Airport,Victoria,,small_airport
airports,YBCB,Australia,,123.4,CTAF,132.1,MISC,,,304917S,1175201E,,Bencubbin Airport,Western Australia,,small_airport
airports,YBCG,Australia,21,134.5,ATIS,118.7,CTAF,123.5,APP,280957S,1533023E,,Gold Coast Airport,Queensland,,medium_airport
airports,YBCH,Australia,2000,119.6,CTAF,120.6,MISC,125.4,MISC,362335S,1464147E,,Beechworth Airstrip,Victoria,,small_airport
airports,YBCK,Australia,928,126.7,CTAF,122.1,FSS,,,242554S,1452546E,,Blackall Airport,Queensland,,medium_airport
airports,YBCL,Australia,,127.1,CTAF,120.6,MISC,122.1,MISC,300207S,1492223E,,Boolcarrol Station Airport,New South Wales,,small_airport
airports,YBCM,Australia,340,,,,,,,272326S,1522759E,,Coominya,Queensland,,small_airport
airports,YBCR,Australia,,118.152,CTAF,132.1,MISC,,,130323S,1310143E,,Batchelor Airport,Northern Territory,,small_airport
airports,YBCS,Australia,10,113,ATIS,118.4,A/D,121.7,CLD,165308S,1454518E,,Cairns International Airport,Queensland,,medium_airport
airports,YBCV,Australia,1003,126.7,CTAF,124.8,FSS,126.7,UNIC,262447S,1461543E,,Charleville Airport,Queensland,,medium_airport
airports,YBDF,Australia,1750,122.1,CTAF,132.1,MISC,,,171712S,1272746E,,Bedford Downs Airport,Western Australia,,small_airport
airports,YBDG,Australia,705,119.3,CTAF,128.15,AWIS,126.8,FSS,364421S,1441948E,,Bendigo Airport,Victoria,,small_airport
airports,YBDP,Australia,,126.5,CTAF,125.8,MISC,,,410125S,1472500E,,Flinders Island Aviation (Bridport),Tasmania,,small_airport
airports,YBDS,Australia,,,,,,,,301719S,1343141E,,Birthday Siding Airport,South Australia,,small_airport
airports,YBDU,Australia,,,,,,,,182304S,1292615E,,Birrindudu Airport,Northern Territory,,small_airport
airports,YBDV,Australia,159,126.7,CTAF,125.4,FSS,,,255350S,1392052E,,Birdsville Airport,Queensland,,medium_airport
airports,YBDX,Australia,,122.1,CTAF,132.1,MISC,,,225147S,1145746E,,Barradale Airport,Western Australia,,small_airport
airports,YBEB,Australia,810,,,,,,,173242S,1281818E,,Bellburn Airstrip,Western Australia,,small_airport
airports,YBEC,Australia,,124.8,CTAF,132.1,MISC,,,302829S,1175247E,,Beacon Airport,Western Australia,,small_airport
airports,YBEE,Australia,116,134.4,CTAF,132.1,MISC,,,301112S,1393328E,,Beverley Airport,South Australia,,small_airport
airports,YBEF,Australia,,124.8,CTAF,120.6,MISC,,,372700S,1431500E,,Beaufort Airport,Victoria,,small_airport
airports,YBEG,Australia,1014,,,,,,,193912S,1461737E,,Bening Field Airport,Queensland,,small_airport
airports,YBEL,Australia,1194,125.8,CTAF,130.4,MISC,,,422210S,1470146E,,Bothwell Airport,Tasmania,,small_airport
airports,YBEO,Australia,91,125.4,CTAF,120,MISC,,,254141S,1404418E,,Betoota Airport,Queensland,,small_airport
airports,YBEU,Australia,,125.4,CTAF,120,MISC,,,355700S,1422501E,,Beulah 1 Airport,Victoria,,small_airport
airports,YBEV,Australia,,120.7,CTAF,132.1,MISC,,,320759S,1165659E,,Beverley Airport,Western Australia,,small_airport
airports,YBEW,Australia,,119.6,CTAF,120.6,MISC,125.4,MISC,315500S,1443843E,,Beechworth Airstrip,New South Wales,,small_airport
airports,YBFR,Australia,,122.6,CTAF,123.9,MISC,124,MISC,411532S,1445309E,,Balfour Airport,Tasmania,,small_airport
airports,YBFT,Australia,1300,,,,,,,372941S,1432548E,,Beaufort,Victoria,,small_airport
airports,YBGB,Australia,124,122.1,CTAF,132.1,MISC,,,170059S,1223847E,,Beagle Bay Airport,Western Australia,,small_airport
airports,YBGD,Australia,1871,,,,,,,223223S,1171630E,,Boolgeeda,Western Australia,,small_airport
airports,YBGI,Australia,,134.2,CTAF,120.6,MISC,121.85,MISC,310400S,1254001E,,Balgair Airport,Western Australia,,small_airport
airports,YBGO,Australia,1440,126.7,CTAF,132.1,MISC,,,200853S,1275822E,,Balgo Hill Airport,Western Australia,,small_airport
airports,YBGR,Australia,91,119.3,CTAF,125.8,MISC,,,363710S,1435707E,,Bridgewater Airport,Victoria,,small_airport
airports,YBGT,Australia,,122.1,CTAF,114.2,MISC,119.6,MISC,252212S,1434622E,,Budgerygar Airport,Queensland,,small_airport
airports,YBGY,Australia,785,127.1,CTAF,120,MISC,,,293017S,1501131E,,Biniguy Airport,New South Wales,,small_airport
airports,YBHB,Australia,,125.55,CTAF,120.6,MISC,,,432516S,1460943E,,Bathurst Harbour Airport,Tasmania,,small_airport
airports,YBHI,Australia,958,126.7,CTAF,122.6,FSS,,,320005S,1412819E,,Broken Hill Airport,New South Wales,,medium_airport
airports,YBHK,Australia,,122.4,CTAF,115.8,MISC,119.6,MISC,211600S,1394301E,,Bushy Park Airport,Queensland,,small_airport
airports,YBHL,Australia,935,,,,,,,312025S,1161116E,,Bindoon Hill Airstrip,Western Australia,,small_airport
airports,YBHM,Australia,15,114.4,ATIS,126.7,CTAF,135.5,FSS,202129S,1485707E,,Hamilton Island Airport,Queensland,,medium_airport
airports,YBHN,Australia,513,,,,,,,273913S,1521827E,,Blenheim Airstrip,Queensland,,small_airport
airports,YBIA,Australia,970,127.1,CTAF,120,MISC,,,294854S,1503203E,,Bingara Airport,New South Wales,,small_airport
airports,YBID,Australia,2450,,,,,,,341809S,1492127E,,Binda,New South Wales,,small_airport
airports,YBIE,Australia,300,126.7,CTAF,125.4,FSS,,,242045S,1392736E,,Bedourie Airport,Queensland,,medium_airport
airports,YBII,Australia,254,,,,,,,164325S,1354412E,,Balbirini Airfield,Northern Territory,,small_airport
airports,YBIL,Australia,1000,124.1,CTAF,132.1,MISC,,,193400S,1274001E,,Billiluna Airport,Western Australia,,small_airport
airports,YBIN,Australia,,124.1,CTAF,120,MISC,,,253116S,1520246E,,Biggenden Airport,Queensland,,small_airport
airports,YBIR,Australia,340,126.7,CTAF,125.8,FSS,,,355958S,1425501E,,Birchip Airport,Victoria,,small_airport
airports,YBIU,Australia,,122.4,CTAF,114.3,MISC,,,303535S,1164647E,,Ballidu Airport,Western Australia,,small_airport
airports,YBIZ,Australia,65,118.2,CTAF,119.6,MISC,125.4,MISC,144425S,1440709E,,Bizant Airport,Queensland,,small_airport
airports,YBJW,Australia,,118.4,CTAF,132.1,MISC,,,274000S,1213559E,,Banjawarn Airport,Western Australia,,small_airport
airports,YBKE,Australia,352,126.7,CTAF,120,FSS,,,300221S,1455707E,,Bourke Airport,New South Wales,,medium_airport
airports,YBKS,Australia,,122.1,CTAF,132.1,MISC,,,194233S,1354908E,,Barkly Wayside Inn Airport,Northern Territory,,small_airport
airports,YBKT,Australia,21,126.7,CTAF,125.7,FSS,,,174454S,1393202E,,Burketown Airport,Queensland,,small_airport
airports,YBLA,Australia,569,125.6,CTAF,125.2,FSS,123.4,PAL,363306S,1460025E,,Benalla Airport,Victoria,,medium_airport
airports,YBLB,Australia,443,124.1,CTAF,132.1,MISC,,,264917S,1143640E,,Billabong Road House Airport,Western Australia,,small_airport
